1, 37, 38, 
2, 38, 39, 
3, 39, 40, 
4, 40, 41, 
5, 41, 42, 
6, 42, 43, 
7, 43, 44, 
8, 44, 45, 
9, 45, 46, 
10, 46, 47, 
11, 47, 48, 
12, 48, 49, 
13, 49, 50, 
14, 50, 51, 
15, 51, 52, 
16, 52, 53, 
17, 53, 54, 
18, 54, 55, 
19, 55, 56, 
20, 56, 57, 
21, 57, 58, 
22, 58, 59, 
23, 59, 60, 
24, 60, 61, 
25, 61, 62, 
26, 62, 63, 
27, 63, 64, 
28, 64, 65, 
29, 65, 66, 
30, 66, 67, 
31, 67, 68, 
32, 68, 69, 
33, 69, 70, 
34, 70, 71, 
35, 71, 72, 
36, 72, 73, 
37, 74, 38, 
38, 74, 75, 
38, 75, 39, 
39, 75, 76, 
39, 76, 40, 
40, 76, 77, 
40, 77, 41, 
41, 77, 78, 
41, 78, 42, 
42, 78, 79, 
42, 79, 43, 
43, 79, 80, 
43, 80, 44, 
44, 80, 81, 
44, 81, 45, 
45, 81, 82, 
45, 82, 46, 
46, 82, 83, 
46, 83, 47, 
47, 83, 84, 
47, 84, 48, 
48, 84, 85, 
48, 85, 49, 
49, 85, 86, 
49, 86, 50, 
50, 86, 87, 
50, 87, 51, 
51, 87, 88, 
51, 88, 52, 
52, 88, 89, 
52, 89, 53, 
53, 89, 90, 
53, 90, 54, 
54, 90, 91, 
54, 91, 55, 
55, 91, 92, 
55, 92, 56, 
56, 92, 93, 
56, 93, 57, 
57, 93, 94, 
57, 94, 58, 
58, 94, 95, 
58, 95, 59, 
59, 95, 96, 
59, 96, 60, 
60, 96, 97, 
60, 97, 61, 
61, 97, 98, 
61, 98, 62, 
62, 98, 99, 
62, 99, 63, 
63, 99, 100, 
63, 100, 64, 
64, 100, 101, 
64, 101, 65, 
65, 101, 102, 
65, 102, 66, 
66, 102, 103, 
66, 103, 67, 
67, 103, 104, 
67, 104, 68, 
68, 104, 105, 
68, 105, 69, 
69, 105, 106, 
69, 106, 70, 
70, 106, 107, 
70, 107, 71, 
71, 107, 108, 
71, 108, 72, 
72, 108, 109, 
72, 109, 73, 
73, 109, 110, 
74, 111, 75, 
75, 111, 112, 
75, 112, 76, 
76, 112, 113, 
76, 113, 77, 
77, 113, 114, 
77, 114, 78, 
78, 114, 115, 
78, 115, 79, 
79, 115, 116, 
79, 116, 80, 
80, 116, 117, 
80, 117, 81, 
81, 117, 118, 
81, 118, 82, 
82, 118, 119, 
82, 119, 83, 
83, 119, 120, 
83, 120, 84, 
84, 120, 121, 
84, 121, 85, 
85, 121, 122, 
85, 122, 86, 
86, 122, 123, 
86, 123, 87, 
87, 123, 124, 
87, 124, 88, 
88, 124, 125, 
88, 125, 89, 
89, 125, 126, 
89, 126, 90, 
90, 126, 127, 
90, 127, 91, 
91, 127, 128, 
91, 128, 92, 
92, 128, 129, 
92, 129, 93, 
93, 129, 130, 
93, 130, 94, 
94, 130, 131, 
94, 131, 95, 
95, 131, 132, 
95, 132, 96, 
96, 132, 133, 
96, 133, 97, 
97, 133, 134, 
97, 134, 98, 
98, 134, 135, 
98, 135, 99, 
99, 135, 136, 
99, 136, 100, 
100, 136, 137, 
100, 137, 101, 
101, 137, 138, 
101, 138, 102, 
102, 138, 139, 
102, 139, 103, 
103, 139, 140, 
103, 140, 104, 
104, 140, 141, 
104, 141, 105, 
105, 141, 142, 
105, 142, 106, 
106, 142, 143, 
106, 143, 107, 
107, 143, 144, 
107, 144, 108, 
108, 144, 145, 
108, 145, 109, 
109, 145, 146, 
109, 146, 110, 
110, 146, 147, 
111, 148, 112, 
112, 148, 149, 
112, 149, 113, 
113, 149, 150, 
113, 150, 114, 
114, 150, 151, 
114, 151, 115, 
115, 151, 152, 
115, 152, 116, 
116, 152, 153, 
116, 153, 117, 
117, 153, 154, 
117, 154, 118, 
118, 154, 155, 
118, 155, 119, 
119, 155, 156, 
119, 156, 120, 
120, 156, 157, 
120, 157, 121, 
121, 157, 158, 
121, 158, 122, 
122, 158, 159, 
122, 159, 123, 
123, 159, 160, 
123, 160, 124, 
124, 160, 161, 
124, 161, 125, 
125, 161, 162, 
125, 162, 126, 
126, 162, 163, 
126, 163, 127, 
127, 163, 164, 
127, 164, 128, 
128, 164, 165, 
128, 165, 129, 
129, 165, 166, 
129, 166, 130, 
130, 166, 167, 
130, 167, 131, 
131, 167, 168, 
131, 168, 132, 
132, 168, 169, 
132, 169, 133, 
133, 169, 170, 
133, 170, 134, 
134, 170, 171, 
134, 171, 135, 
135, 171, 172, 
135, 172, 136, 
136, 172, 173, 
136, 173, 137, 
137, 173, 174, 
137, 174, 138, 
138, 174, 175, 
138, 175, 139, 
139, 175, 176, 
139, 176, 140, 
140, 176, 177, 
140, 177, 141, 
141, 177, 178, 
141, 178, 142, 
142, 178, 179, 
142, 179, 143, 
143, 179, 180, 
143, 180, 144, 
144, 180, 181, 
144, 181, 145, 
145, 181, 182, 
145, 182, 146, 
146, 182, 183, 
146, 183, 147, 
147, 183, 184, 
148, 185, 149, 
149, 185, 186, 
149, 186, 150, 
150, 186, 187, 
150, 187, 151, 
151, 187, 188, 
151, 188, 152, 
152, 188, 189, 
152, 189, 153, 
153, 189, 190, 
153, 190, 154, 
154, 190, 191, 
154, 191, 155, 
155, 191, 192, 
155, 192, 156, 
156, 192, 193, 
156, 193, 157, 
157, 193, 194, 
157, 194, 158, 
158, 194, 195, 
158, 195, 159, 
159, 195, 196, 
159, 196, 160, 
160, 196, 197, 
160, 197, 161, 
161, 197, 198, 
161, 198, 162, 
162, 198, 199, 
162, 199, 163, 
163, 199, 200, 
163, 200, 164, 
164, 200, 201, 
164, 201, 165, 
165, 201, 202, 
165, 202, 166, 
166, 202, 203, 
166, 203, 167, 
167, 203, 204, 
167, 204, 168, 
168, 204, 205, 
168, 205, 169, 
169, 205, 206, 
169, 206, 170, 
170, 206, 207, 
170, 207, 171, 
171, 207, 208, 
171, 208, 172, 
172, 208, 209, 
172, 209, 173, 
173, 209, 210, 
173, 210, 174, 
174, 210, 211, 
174, 211, 175, 
175, 211, 212, 
175, 212, 176, 
176, 212, 213, 
176, 213, 177, 
177, 213, 214, 
177, 214, 178, 
178, 214, 215, 
178, 215, 179, 
179, 215, 216, 
179, 216, 180, 
180, 216, 217, 
180, 217, 181, 
181, 217, 218, 
181, 218, 182, 
182, 218, 219, 
182, 219, 183, 
183, 219, 220, 
183, 220, 184, 
184, 220, 221, 
185, 222, 186, 
186, 222, 223, 
186, 223, 187, 
187, 223, 224, 
187, 224, 188, 
188, 224, 225, 
188, 225, 189, 
189, 225, 226, 
189, 226, 190, 
190, 226, 227, 
190, 227, 191, 
191, 227, 228, 
191, 228, 192, 
192, 228, 229, 
192, 229, 193, 
193, 229, 230, 
193, 230, 194, 
194, 230, 231, 
194, 231, 195, 
195, 231, 232, 
195, 232, 196, 
196, 232, 233, 
196, 233, 197, 
197, 233, 234, 
197, 234, 198, 
198, 234, 235, 
198, 235, 199, 
199, 235, 236, 
